date,open,high,low,close
2/26/2024 3:35:00 PM,18262.0,18268.25,18241.5,18245.75
2/26/2024 3:40:00 PM,18246.0,18259.25,18240.5,18251.25
2/26/2024 3:45:00 PM,18250.75,18253.0,18240.25,18243.5
2/26/2024 3:50:00 PM,18243.5,18254.75,18239.75,18248.0
2/26/2024 3:55:00 PM,18247.5,18254.75,18234.0,18243.5
2/26/2024 4:00:00 PM,18243.75,18249.0,18220.75,18224.75
2/26/2024 4:05:00 PM,18224.75,18225.25,18207.0,18216.75
2/26/2024 4:10:00 PM,18216.75,18218.5,18210.5,18212.5
2/26/2024 4:15:00 PM,18213.0,18215.5,18204.5,18209.0
2/26/2024 4:20:00 PM,18208.75,18213.25,18207.75,18208.75
2/26/2024 4:25:00 PM,18209.0,18212.25,18208.75,18212.0
2/26/2024 4:30:00 PM,18212.0,18213.25,18208.0,18208.75
2/26/2024 4:35:00 PM,18208.75,18213.75,18208.25,18212.75
2/26/2024 4:40:00 PM,18212.75,18214.5,18209.0,18209.5
2/26/2024 4:45:00 PM,18209.5,18210.25,18203.25,18203.75
2/26/2024 4:50:00 PM,18204.25,18204.25,18199.5,18202.0
2/26/2024 4:55:00 PM,18201.5,18202.5,18198.75,18199.75
2/26/2024 5:00:00 PM,18200.25,18200.5,18192.75,18196.5
2/26/2024 6:05:00 PM,18198.5,18200.0,18190.0,18194.75
2/26/2024 6:10:00 PM,18195.0,18203.25,18194.5,18202.75
2/26/2024 6:15:00 PM,18202.75,18209.0,18202.0,18206.5
2/26/2024 6:20:00 PM,18205.75,18207.5,18204.0,18205.25
2/26/2024 6:25:00 PM,18205.75,18208.25,18205.25,18206.75
2/26/2024 6:30:00 PM,18207.0,18211.0,18206.25,18210.25
2/26/2024 6:35:00 PM,18210.25,18213.5,18208.0,18212.75
2/26/2024 6:40:00 PM,18212.5,18214.25,18211.75,18213.5
2/26/2024 6:45:00 PM,18213.5,18217.5,18211.0,18217.0
2/26/2024 6:50:00 PM,18216.5,18217.5,18211.0,18212.0
2/26/2024 6:55:00 PM,18212.0,18213.75,18209.25,18211.75
2/26/2024 7:00:00 PM,18211.25,18213.75,18209.75,18210.75
2/26/2024 7:05:00 PM,18210.5,18211.25,18201.75,18202.0
2/26/2024 7:10:00 PM,18202.25,18202.5,18185.75,18193.75
2/26/2024 7:15:00 PM,18193.75,18202.25,18192.0,18200.5
2/26/2024 7:20:00 PM,18200.25,18202.5,18196.5,18202.5
2/26/2024 7:25:00 PM,18202.75,18205.75,18201.0,18205.25
2/26/2024 7:30:00 PM,18205.0,18205.5,18201.25,18205.25
2/26/2024 7:35:00 PM,18204.75,18210.5,18203.75,18207.0
2/26/2024 7:40:00 PM,18207.0,18211.75,18207.0,18210.0
2/26/2024 7:45:00 PM,18210.25,18211.5,18206.5,18209.25
2/26/2024 7:50:00 PM,18209.25,18212.5,18208.25,18209.5
2/26/2024 7:55:00 PM,18210.0,18211.25,18208.0,18209.5
2/26/2024 8:00:00 PM,18209.0,18209.0,18203.25,18206.5
2/26/2024 8:05:00 PM,18206.5,18211.5,18204.75,18210.0
2/26/2024 8:10:00 PM,18210.25,18212.25,18208.25,18212.0
2/26/2024 8:15:00 PM,18212.5,18214.5,18209.0,18209.75
2/26/2024 8:20:00 PM,18209.25,18210.75,18200.25,18200.5
2/26/2024 8:25:00 PM,18200.75,18209.5,18200.25,18206.5
2/26/2024 8:30:00 PM,18206.75,18209.75,18205.75,18206.25
2/26/2024 8:35:00 PM,18206.75,18215.5,18205.75,18209.0
2/26/2024 8:40:00 PM,18209.0,18211.25,18207.75,18209.0
2/26/2024 8:45:00 PM,18209.75,18211.25,18204.75,18210.5
2/26/2024 8:50:00 PM,18210.75,18212.0,18206.0,18206.75
2/26/2024 8:55:00 PM,18207.5,18208.25,18204.0,18206.5
2/26/2024 9:00:00 PM,18207.25,18210.25,18205.25,18209.5
2/26/2024 9:05:00 PM,18209.75,18213.5,18209.75,18212.0
2/26/2024 9:10:00 PM,18211.5,18214.25,18211.5,18213.75
2/26/2024 9:15:00 PM,18214.0,18214.0,18209.25,18210.5
2/26/2024 9:20:00 PM,18210.75,18211.0,18202.25,18204.0
2/26/2024 9:25:00 PM,18204.5,18206.5,18193.75,18197.5
2/26/2024 9:30:00 PM,18198.0,18200.25,18194.25,18197.0
2/26/2024 9:35:00 PM,18197.5,18200.25,18197.0,18197.0
2/26/2024 9:40:00 PM,18197.0,18199.75,18195.5,18196.75
2/26/2024 9:45:00 PM,18196.5,18197.5,18189.5,18194.25
2/26/2024 9:50:00 PM,18194.0,18196.0,18192.75,18194.75
2/26/2024 9:55:00 PM,18195.0,18197.5,18194.5,18195.0
2/26/2024 10:00:00 PM,18195.25,18197.5,18193.75,18195.75
2/26/2024 10:05:00 PM,18195.25,18195.25,18189.5,18194.0
2/26/2024 10:10:00 PM,18193.5,18195.5,18188.75,18191.5
2/26/2024 10:15:00 PM,18191.0,18194.25,18191.0,18193.0
2/26/2024 10:20:00 PM,18192.5,18194.5,18190.75,18194.25
2/26/2024 10:25:00 PM,18194.0,18197.25,18193.5,18196.25
2/26/2024 10:30:00 PM,18196.25,18199.5,18194.25,18198.5
2/26/2024 10:35:00 PM,18198.25,18202.0,18198.25,18201.25
2/26/2024 10:40:00 PM,18201.75,18204.25,18200.75,18202.0
2/26/2024 10:45:00 PM,18202.0,18202.5,18198.75,18201.75
2/26/2024 10:50:00 PM,18202.0,18203.75,18202.0,18202.25
2/26/2024 10:55:00 PM,18202.25,18203.25,18201.25,18203.0
2/26/2024 11:00:00 PM,18202.75,18206.5,18202.25,18203.25
2/26/2024 11:05:00 PM,18203.25,18205.5,18201.5,18203.25
2/26/2024 11:10:00 PM,18203.0,18203.75,18200.5,18201.25
2/26/2024 11:15:00 PM,18200.75,18201.25,18197.25,18200.0
2/26/2024 11:20:00 PM,18199.5,18201.5,18199.25,18199.75
2/26/2024 11:25:00 PM,18200.25,18201.0,18194.5,18195.75
2/26/2024 11:30:00 PM,18195.25,18200.5,18195.0,18200.25
2/26/2024 11:35:00 PM,18200.0,18201.0,18196.25,18198.25
2/26/2024 11:40:00 PM,18197.75,18202.0,18197.75,18200.5
2/26/2024 11:45:00 PM,18200.0,18202.5,18200.0,18201.0
2/26/2024 11:50:00 PM,18201.0,18201.75,18199.5,18201.25
2/26/2024 11:55:00 PM,18201.0,18201.75,18200.0,18201.75
2/27/2024 12:00:00 AM,18201.75,18203.25,18200.5,18202.5
2/27/2024 12:05:00 AM,18201.75,18202.0,18198.5,18199.5
2/27/2024 12:10:00 AM,18199.75,18204.25,18199.5,18203.25
2/27/2024 12:15:00 AM,18203.0,18204.75,18197.5,18204.0
2/27/2024 12:20:00 AM,18204.25,18205.25,18202.0,18202.75
2/27/2024 12:25:00 AM,18202.5,18203.25,18197.75,18199.75
2/27/2024 12:30:00 AM,18199.75,18199.75,18193.0,18194.25
2/27/2024 12:35:00 AM,18194.75,18196.75,18193.5,18195.5
2/27/2024 12:40:00 AM,18196.0,18196.75,18190.0,18190.5
2/27/2024 12:45:00 AM,18190.25,18190.25,18175.0,18177.75
2/27/2024 12:50:00 AM,18178.75,18184.0,18178.75,18182.5
2/27/2024 12:55:00 AM,18182.5,18185.75,18182.5,18184.25
2/27/2024 1:00:00 AM,18184.25,18187.75,18184.25,18185.25
2/27/2024 1:05:00 AM,18185.75,18187.25,18183.5,18183.5
2/27/2024 1:10:00 AM,18183.5,18187.0,18181.25,18183.5
2/27/2024 1:15:00 AM,18184.0,18186.5,18181.0,18182.75
2/27/2024 1:20:00 AM,18182.25,18185.75,18179.75,18184.75
2/27/2024 1:25:00 AM,18184.75,18185.75,18181.5,18182.25
2/27/2024 1:30:00 AM,18182.5,18185.5,18182.25,18184.0
2/27/2024 1:35:00 AM,18184.5,18191.25,18183.25,18191.25
2/27/2024 1:40:00 AM,18191.0,18195.25,18190.25,18191.0
2/27/2024 1:45:00 AM,18191.25,18192.25,18186.0,18189.5
2/27/2024 1:50:00 AM,18189.25,18191.5,18187.0,18187.0
2/27/2024 1:55:00 AM,18187.25,18189.25,18187.25,18188.25
2/27/2024 2:00:00 AM,18187.75,18191.5,18187.75,18191.5
2/27/2024 2:05:00 AM,18191.5,18196.25,18190.75,18192.5
2/27/2024 2:10:00 AM,18191.75,18196.0,18189.75,18194.75
2/27/2024 2:15:00 AM,18194.5,18203.5,18194.5,18203.0
2/27/2024 2:20:00 AM,18203.5,18209.5,18201.5,18203.75
2/27/2024 2:25:00 AM,18203.75,18207.0,18203.0,18204.5
2/27/2024 2:30:00 AM,18204.25,18220.0,18203.5,18219.25
2/27/2024 2:35:00 AM,18218.5,18226.0,18216.5,18220.5
2/27/2024 2:40:00 AM,18220.25,18228.25,18219.0,18227.0
2/27/2024 2:45:00 AM,18227.0,18231.75,18226.25,18226.75
2/27/2024 2:50:00 AM,18226.75,18227.5,18221.25,18223.25
2/27/2024 2:55:00 AM,18222.75,18229.0,18222.75,18223.25
2/27/2024 3:00:00 AM,18223.0,18228.5,18222.75,18225.0
2/27/2024 3:05:00 AM,18225.25,18235.5,18221.0,18233.5
2/27/2024 3:10:00 AM,18233.0,18237.5,18227.0,18236.25
2/27/2024 3:15:00 AM,18236.0,18237.25,18230.5,18236.0
2/27/2024 3:20:00 AM,18236.0,18236.0,18218.5,18222.75
2/27/2024 3:25:00 AM,18222.5,18232.25,18221.75,18228.0
2/27/2024 3:30:00 AM,18227.5,18229.0,18218.75,18220.5
2/27/2024 3:35:00 AM,18221.5,18221.75,18210.5,18212.5
2/27/2024 3:40:00 AM,18212.25,18215.75,18202.75,18209.25
2/27/2024 3:45:00 AM,18209.0,18213.5,18204.75,18205.5
2/27/2024 3:50:00 AM,18205.75,18207.5,18199.75,18201.25
2/27/2024 3:55:00 AM,18201.0,18211.0,18200.0,18210.75
2/27/2024 4:00:00 AM,18211.25,18213.75,18206.0,18209.0
2/27/2024 4:05:00 AM,18209.75,18246.25,18208.75,18241.0
2/27/2024 4:10:00 AM,18240.75,18248.25,18240.0,18245.5
2/27/2024 4:15:00 AM,18245.0,18246.0,18238.25,18239.5
2/27/2024 4:20:00 AM,18239.75,18243.75,18237.25,18241.75
2/27/2024 4:25:00 AM,18242.0,18248.75,18241.75,18247.0
2/27/2024 4:30:00 AM,18247.5,18258.25,18245.75,18257.25
2/27/2024 4:35:00 AM,18257.25,18261.25,18252.25,18256.5
2/27/2024 4:40:00 AM,18256.5,18258.5,18253.75,18256.5
2/27/2024 4:45:00 AM,18256.75,18260.25,18256.25,18259.5
2/27/2024 4:50:00 AM,18259.5,18260.5,18254.0,18255.5
2/27/2024 4:55:00 AM,18255.75,18261.0,18251.5,18259.5
2/27/2024 5:00:00 AM,18259.0,18263.5,18257.25,18261.5
2/27/2024 5:05:00 AM,18261.25,18266.0,18259.75,18259.75
2/27/2024 5:10:00 AM,18259.5,18270.75,18259.0,18269.25
2/27/2024 5:15:00 AM,18269.0,18272.75,18258.75,18259.0
2/27/2024 5:20:00 AM,18259.25,18264.0,18256.0,18260.75
2/27/2024 5:25:00 AM,18261.0,18262.0,18258.25,18260.0
2/27/2024 5:30:00 AM,18260.0,18261.75,18258.0,18259.5
2/27/2024 5:35:00 AM,18259.0,18260.0,18254.5,18256.25
2/27/2024 5:40:00 AM,18256.5,18259.75,18254.5,18256.25
2/27/2024 5:45:00 AM,18255.75,18255.75,18248.0,18251.75
2/27/2024 5:50:00 AM,18251.75,18260.5,18249.75,18256.75
2/27/2024 5:55:00 AM,18257.25,18267.5,18257.25,18266.75
2/27/2024 6:00:00 AM,18266.75,18267.0,18258.75,18262.0
2/27/2024 6:05:00 AM,18261.5,18264.75,18258.0,18261.0
2/27/2024 6:10:00 AM,18260.5,18262.0,18255.0,18260.25
2/27/2024 6:15:00 AM,18260.0,18260.25,18250.75,18254.0
2/27/2024 6:20:00 AM,18254.25,18257.5,18251.75,18253.75
2/27/2024 6:25:00 AM,18252.0,18253.5,18248.5,18252.25
2/27/2024 6:30:00 AM,18252.5,18256.0,18250.0,18251.0
2/27/2024 6:35:00 AM,18251.0,18252.5,18246.5,18251.75
2/27/2024 6:40:00 AM,18251.75,18253.5,18249.0,18252.5
2/27/2024 6:45:00 AM,18252.75,18254.75,18252.0,18252.5
2/27/2024 6:50:00 AM,18252.5,18257.0,18249.5,18250.0
2/27/2024 6:55:00 AM,18249.5,18255.25,18247.5,18252.75
2/27/2024 7:00:00 AM,18253.0,18255.5,18250.25,18252.5
2/27/2024 7:05:00 AM,18252.5,18263.0,18250.5,18257.75
2/27/2024 7:10:00 AM,18257.75,18269.0,18256.25,18264.25
2/27/2024 7:15:00 AM,18264.0,18271.0,18264.0,18268.75
2/27/2024 7:20:00 AM,18269.25,18279.5,18269.0,18278.75
2/27/2024 7:25:00 AM,18279.25,18279.5,18275.0,18277.0
2/27/2024 7:30:00 AM,18277.5,18279.75,18276.0,18278.0
2/27/2024 7:35:00 AM,18277.75,18287.75,18277.75,18286.5
2/27/2024 7:40:00 AM,18286.75,18287.5,18278.25,18279.0
2/27/2024 7:45:00 AM,18279.75,18286.25,18279.75,18285.5
2/27/2024 7:50:00 AM,18285.25,18285.75,18279.5,18283.5
2/27/2024 7:55:00 AM,18283.25,18283.75,18274.5,18277.0
2/27/2024 8:00:00 AM,18276.5,18279.25,18274.25,18277.75
2/27/2024 8:05:00 AM,18277.75,18281.25,18273.0,18273.75
2/27/2024 8:10:00 AM,18273.75,18275.25,18266.5,18268.0
2/27/2024 8:15:00 AM,18268.25,18268.5,18258.25,18258.5
2/27/2024 8:20:00 AM,18258.75,18259.25,18234.25,18240.0
2/27/2024 8:25:00 AM,18240.5,18246.5,18235.5,18244.75
2/27/2024 8:30:00 AM,18244.75,18247.5,18241.5,18244.5
2/27/2024 8:35:00 AM,18244.5,18257.25,18237.5,18251.75
2/27/2024 8:40:00 AM,18252.25,18265.75,18252.25,18260.75
2/27/2024 8:45:00 AM,18261.0,18266.5,18255.25,18257.0
2/27/2024 8:50:00 AM,18256.5,18267.0,18251.75,18265.5
2/27/2024 8:55:00 AM,18265.5,18276.25,18265.0,18272.5
2/27/2024 9:00:00 AM,18272.75,18280.25,18268.5,18274.5
2/27/2024 9:05:00 AM,18274.0,18276.5,18269.5,18272.0
2/27/2024 9:10:00 AM,18271.5,18272.75,18260.5,18265.0
2/27/2024 9:15:00 AM,18264.75,18266.0,18256.75,18264.5
2/27/2024 9:20:00 AM,18263.75,18267.75,18263.5,18265.0
2/27/2024 9:25:00 AM,18265.25,18271.5,18259.75,18260.25
2/27/2024 9:30:00 AM,18260.0,18272.25,18258.25,18266.0
2/27/2024 9:35:00 AM,18266.0,18274.75,18245.5,18260.25
2/27/2024 9:40:00 AM,18261.0,18269.5,18225.0,18228.75
2/27/2024 9:45:00 AM,18229.0,18229.75,18188.5,18203.0
2/27/2024 9:50:00 AM,18203.5,18221.25,18197.75,18220.0
2/27/2024 9:55:00 AM,18219.75,18230.5,18207.5,18224.0
2/27/2024 10:00:00 AM,18223.5,18242.75,18218.0,18237.75
2/27/2024 10:05:00 AM,18236.5,18265.25,18233.25,18246.75
2/27/2024 10:10:00 AM,18246.75,18253.0,18224.75,18249.0
2/27/2024 10:15:00 AM,18248.75,18257.0,18239.75,18253.5
2/27/2024 10:20:00 AM,18253.5,18277.5,18241.75,18275.75
2/27/2024 10:25:00 AM,18275.5,18280.0,18258.25,18261.25
2/27/2024 10:30:00 AM,18261.5,18263.5,18239.5,18257.25
2/27/2024 10:35:00 AM,18257.5,18264.5,18252.75,18257.25
2/27/2024 10:40:00 AM,18257.5,18267.0,18244.0,18245.75
2/27/2024 10:45:00 AM,18245.75,18250.0,18233.75,18237.0
2/27/2024 10:50:00 AM,18237.25,18274.25,18227.25,18265.25
2/27/2024 10:55:00 AM,18265.5,18272.5,18248.75,18254.0
2/27/2024 11:00:00 AM,18254.0,18264.75,18250.25,18260.5
2/27/2024 11:05:00 AM,18260.75,18263.25,18251.25,18253.75
2/27/2024 11:10:00 AM,18253.25,18253.75,18234.75,18235.5
2/27/2024 11:15:00 AM,18235.75,18250.75,18232.0,18249.0
2/27/2024 11:20:00 AM,18248.75,18249.75,18228.75,18236.0
2/27/2024 11:25:00 AM,18236.0,18241.25,18226.75,18240.25
2/27/2024 11:30:00 AM,18240.25,18246.25,18220.0,18223.5
2/27/2024 11:35:00 AM,18223.0,18239.25,18216.75,18235.0
2/27/2024 11:40:00 AM,18234.75,18235.0,18219.0,18228.5
2/27/2024 11:45:00 AM,18227.75,18229.75,18212.5,18222.0
2/27/2024 11:50:00 AM,18222.0,18232.5,18218.5,18229.75
2/27/2024 11:55:00 AM,18229.75,18246.75,18229.5,18245.25
2/27/2024 12:00:00 PM,18244.75,18253.5,18244.25,18248.25
2/27/2024 12:05:00 PM,18248.25,18254.0,18242.75,18251.0
2/27/2024 12:10:00 PM,18250.75,18257.5,18246.5,18248.0
2/27/2024 12:15:00 PM,18248.25,18253.75,18244.25,18246.5
2/27/2024 12:20:00 PM,18246.0,18249.75,18231.0,18234.5
2/27/2024 12:25:00 PM,18234.25,18241.0,18213.0,18214.75
2/27/2024 12:30:00 PM,18214.75,18233.75,18211.5,18223.25
2/27/2024 12:35:00 PM,18223.5,18232.5,18216.75,18219.0
2/27/2024 12:40:00 PM,18218.75,18221.75,18196.25,18197.25
2/27/2024 12:45:00 PM,18197.0,18205.0,18192.75,18203.5
2/27/2024 12:50:00 PM,18203.0,18208.5,18195.25,18199.0
2/27/2024 12:55:00 PM,18198.75,18201.75,18184.5,18186.25
2/27/2024 1:00:00 PM,18186.25,18186.25,18169.0,18175.75
2/27/2024 1:05:00 PM,18175.75,18193.75,18156.25,18187.0
2/27/2024 1:10:00 PM,18188.0,18196.75,18180.75,18188.25
2/27/2024 1:15:00 PM,18189.0,18203.0,18188.0,18199.0
2/27/2024 1:20:00 PM,18199.0,18204.75,18193.75,18195.25
2/27/2024 1:25:00 PM,18195.0,18215.75,18190.5,18206.5
2/27/2024 1:30:00 PM,18206.5,18210.25,18186.5,18188.25
2/27/2024 1:35:00 PM,18188.75,18197.0,18184.0,18195.25
2/27/2024 1:40:00 PM,18195.25,18200.5,18188.0,18199.75
2/27/2024 1:45:00 PM,18200.0,18203.25,18195.5,18201.0
2/27/2024 1:50:00 PM,18201.25,18206.75,18193.5,18204.0
2/27/2024 1:55:00 PM,18204.25,18207.5,18196.25,18201.25
2/27/2024 2:00:00 PM,18201.75,18219.5,18201.75,18217.25
2/27/2024 2:05:00 PM,18217.75,18227.0,18216.75,18219.25
2/27/2024 2:10:00 PM,18219.75,18230.0,18218.5,18221.5
2/27/2024 2:15:00 PM,18221.75,18234.5,18221.5,18234.0
2/27/2024 2:20:00 PM,18234.25,18256.25,18230.75,18254.0
2/27/2024 2:25:00 PM,18254.25,18255.0,18244.5,18253.25
2/27/2024 2:30:00 PM,18253.5,18255.25,18241.75,18253.5
2/27/2024 2:35:00 PM,18253.25,18269.25,18253.25,18268.25
2/27/2024 2:40:00 PM,18268.0,18270.25,18262.0,18267.25
2/27/2024 2:45:00 PM,18267.5,18274.0,18260.75,18265.0
2/27/2024 2:50:00 PM,18264.75,18266.5,18253.5,18260.0
2/27/2024 2:55:00 PM,18259.75,18267.0,18255.5,18261.0
